"","state.abb","state.name","id","geo_id","year","name","total_liabilities","net_pension_liability","net_opeb_liability","current_liabilities","net_pension_assets","net_opeb_assets","total_assets","expenses","revenues","population","urban_pop","pct_urban_pop","median_hh_income_21"
"20","FL","Florida",69702,"12086",2021,"miami-dade county",25973866000,1434132000,745948000,1896558000,36837000,0,30916783000,10107900000,10375967000,2701762,2678436,0.991364540317503,58905
"21","FL","Florida",69702,"12086",2022,"miami-dade county",29220400000,3979267000,734469000,1956925000,0,0,33909302000,10728098000,12023119000,2701762,2678436,0.991364540317503,58905
"22","TX","Texas",38622,"48113",2020,"dallas county",942867000,156475000,228011000,285802000,0,0,2327500000,1018668000,1062432000,2611491,2598426,0.994217419368909,63549
"23","TX","Texas",38622,"48113",2021,"dallas county",1211575000,246648000,194549000,465875000,0,0,2667309000,1050839000,1153142000,2611491,2598426,0.994217419368909,63549
"24","TX","Texas",38622,"48113",2022,"dallas county",1211575000,246648000,194549000,479961000,0,0,2667309000,1050839000,1153142000,2611491,2598426,0.994217419368909,63549
"25","CA","California",149444,"06065",2020,"riverside county",8461146000,3517404000,60350000,1486004000,0,143000,9090883000,5945935000,5091044000,2418177,2285826,0.945265147207513,78690
"26","CA","California",149444,"06065",2021,"riverside county",8050732000,2983082000,187718000,1482611000,0,0,9381070000,4926875000,5709720000,2418177,2285826,0.945265147207513,78690
"27","CA","California",149444,"06065",2022,"riverside county",7049200000,1289767000,192288000,1973941000,1509000,0,10349937000,5323639000,5768086000,2418177,2285826,0.945265147207513,78690
"28","WA","Washington",42969,"53033",2020,"king county",7102405000,451611000,106619000,890960000,76450000,0,14914538000,4263206000,5016201000,2269667,2194904,0.9670565169022,110351
"29","WA","Washington",42969,"53033",2021,"king county",7316533000,105494000,106488000,1104880000,0,0,17781704000,4139998000,5456853000,2269667,2194904,0.9670565169022,110351
"30","WA","Washington",42969,"53033",2022,"king county",7371622000,230533000,92158000,1086659000,479882000,0,17890845000,4819081000,5508067000,2269667,2194904,0.9670565169022,110351
"31","NV","Nevada",82176,"32003",2020,"clark county",11263235204,2971365931,683532382,925452056,0,0,20823998043,4770538170,5146232160,2265469,2236714,0.987310750438873,63735
"32","NV","Nevada",82176,"32003",2021,"clark county",11138242764,3013888321,798014345,795343332,0,0,21082714691,5116349531,5589279066,2265469,2236714,0.987310750438873,63735
"33","NV","Nevada",82176,"32003",2022,"clark county",9487340495,1909884763,724613280,884775706,0,24683415,21689836959,4982849801,6284488499,2265469,2236714,0.987310750438873,63735
"34","CA","California",31709,"06071",2020,"san bernardino county",4697075000,2236518000,8506000,855666000,0,0,7610809000,4628342000,5011731000,2181662,2064249,0.94618532544574,74218
"35","CA","California",31709,"06071",2021,"san bernardino county",5537452000,3317265000,0,696244000,0,0,8000033000,5014655000,5477185000,2181662,2064249,0.94618532544574,74218
"36","CA","California",31709,"06071",2022,"san bernardino county",3614078000,1065771000,0,937837000,0,0,8992798000,4578231000,5598444000,2181662,2064249,0.94618532544574,74218
"37","TX","Texas",38644,"48439",2020,"tarrant county",908700000,227323000,184230000,186900000,0,0,1108001000,717381000,816457000,2110608,2084718,0.987718417162567,71399
"38","TX","Texas",38644,"48439",2021,"tarrant county",1110277000,290929000,213391000,319710000,0,0,1315171000,788728000,898917000,2110608,2084718,0.987718417162567,71399
"39","TX","Texas",38644,"48439",2022,"tarrant county",1200856000,28589000,222716000,462047000,0,0,1741510000,761000000,896004000,2110608,2084718,0.987718417162567,71399
"40","TX","Texas",38615,"48029",2020,"bexar county",3027051150,117083764,216578397,188401051,0,0,3227931573,874696720,869968776,2009322,1914732,0.952923470779227,63014
"41","TX","Texas",38615,"48029",2021,"bexar county",3218500283,166644668,227493053,375851658,0,0,3306816270,879279344,819459722,2009322,1914732,0.952923470779227,63014
"42","TX","Texas",38615,"48029",2022,"bexar county",3217678883,0,187140419,509065799,55969325,0,3660014669,878555086,999154173,2009322,1914732,0.952923470779227,63014
"43","FL","Florida",68695,"12011",2020,"broward county",7728588000,1835950000,315136000,587100000,0,0,12958706000,3040683000,3660292000,1944376,1944223,0.999921825779492,65536
"44","FL","Florida",68695,"12011",2021,"broward county",6436431000,571574000,312871000,725175000,0,0,13464529000,2929638000,3569531000,1944376,1944223,0.999921825779492,65536
"45","FL","Florida",68695,"12011",2022,"broward county",8022241000,1505308000,312736000,461209000,0,0,15540855000,3226445000,4037270000,1944376,1944223,0.999921825779492,65536
"46","CA","California",31546,"06085",2020,"santa clara county",10454942000,4369993000,1193745000,1698043000,0,0,8396243000,6863789000,7052128000,1936274,1910722,0.98681116524184,141161
"47","CA","California",31546,"06085",2021,"santa clara county",11018099000,4769151000,1088627000,2024400000,0,0,8801078000,7525256000,7369719000,1936274,1910722,0.98681116524184,141161
"48","CA","California",31546,"06085",2022,"santa clara county",10216977000,2989893000,867326000,2188366000,0,0,10557284000,7232097000,8175440000,1936274,1910722,0.98681116524184,141161
"49","CA","California",149446,"06001",2020,"alameda county",4327169000,1785396000,173413000,921772000,0,0,6519073000,3251961000,3470053000,1682331,1674100,0.995094370800896,108971
"50","CA","California",149446,"06001",2021,"alameda county",4361821000,1843225000,92241000,945759000,0,0,6202654000,3483659000,3941250000,1682331,1674100,0.995094370800896,108971
"51","CA","California",149446,"06001",2022,"alameda county",3481817000,542754000,64962000,1190054000,0,320915000,7227137000,3392909000,3848856000,1682331,1674100,0.995094370800896,108971
"52","CA","California",1267172,"06067",2020,"sacramento county",5697591000,1843333000,135237000,359159000,0,0,6112564000,3453455000,3562287000,1585046,1547026,0.976007772600951,79611
"53","CA","California",1267172,"06067",2021,"sacramento county",6246742000,2389783000,162324000,722122000,0,0,6520997000,3584057000,3732809000,1585046,1547026,0.976007772600951,79611
"54","CA","California",1267172,"06067",2022,"sacramento county",4539311000,403532000,147206000,757014000,0,0,7513908000,3268277000,4094287000,1585046,1547026,0.976007772600951,79611
"55","NY","New York",36008,"36103",2020,"suffolk county",12322349989,1104493609,6901030000,614044114,0,0,5650975783,3579014653,3589705708,1525936,1495948,0.980358079060501,112681
"56","NY","New York",36008,"36103",2021,"suffolk county",10612203516,153186365,6543850000,769874403,0,0,5668045488,3283107373,3761936700,1525936,1495948,0.980358079060501,112681
"57","NY","New York",36008,"36103",2022,"suffolk county",8777884761,48109340,4723930000,1060478347,177784424,0,6748895549,3045689813,3998664007,1525936,1495948,0.980358079060501,112681
"58","FL","Florida",1266402,"12099",2020,"palm beach county",4197746860,1867489307,447740399,398776095,0,0,6938548797,2768867581,2731751287,1492198,1479525,0.991511810485387,70024
"59","FL","Florida",1266402,"12099",2021,"palm beach county",2867589031,572344587,435910997,406205108,0,0,7347239518,2537122095,3078026083,1492198,1479525,0.991511810485387,70024
"60","FL","Florida",1266402,"12099",2022,"palm beach county",3594364662,1539693692,395323262,307663661,0,0,7912548662,2659504191,3322547956,1492198,1479525,0.991511810485387,70024
"61","FL","Florida",32237,"12057",2020,"hillsborough county",3229923000,1266841000,116670000,478744000,0,0,12562151000,2324477000,2543904000,1459773,1406155,0.963276890342398,65818
"62","FL","Florida",32237,"12057",2021,"hillsborough county",2651501000,398407000,140126000,433628000,0,0,13297672000,2384317000,2935269000,1459773,1406155,0.963276890342398,65818
"63","FL","Florida",32237,"12057",2022,"hillsborough county",3375581000,1040344000,142427000,595303000,0,0,13777939000,2615067000,2992868000,1459773,1406155,0.963276890342398,65818
"64","FL","Florida",32251,"12095",2020,"orange county",3034626323,1287393180,42748723,272763331,0,171947,9564794868,2545112534,2730260273,1429901,1396338,0.97652296511384,64579
"65","FL","Florida",32251,"12095",2021,"orange county",2535663033,412121992,39509605,547868101,0,1672149,10138066858,2782752215,3161702697,1429901,1396338,0.97652296511384,64579
"66","FL","Florida",32251,"12095",2022,"orange county",3343687424,1058941820,81132926,662386311,0,0,10736273561,3022179615,3460872047,1429901,1396338,0.97652296511384,64579
"67","NY","New York",43010,"36059",2020,"nassau county",14455591000,918259000,6311284000,831739000,0,0,5335774000,3804405000,3431196000,1395777,1389785,0.995709190742914,125118
"68","NY","New York",43010,"36059",2021,"nassau county",14266585000,145322000,6580900000,914106000,0,0,6161833000,3451734000,3720412000,1395777,1389785,0.995709190742914,125118
"69","NY","New York",43010,"36059",2022,"nassau county",14209896000,49644000,6777227000,731113000,135249000,0,7101918000,3023249000,3803833000,1395777,1389785,0.995709190742914,125118
"70","OH","Ohio",196354,"39049",2020,"franklin county",1539152000,485833000,330467000,119288000,0,1265000,3085636000,1358038000,1407426000,1323800,1305636,0.986273678867086,66056
"71","OH","Ohio",196354,"39049",2021,"franklin county",1213345000,393456000,0,227954000,0,46762000,3404567000,1053702000,1507973000,1323800,1305636,0.986273678867086,66056
"72","OH","Ohio",196354,"39049",2022,"franklin county",1134673000,235764000,0,333895000,0,79476000,3608995000,1355679000,1560390000,1323800,1305636,0.986273678867086,66056
"73","TX","Texas",38645,"48453",2020,"travis county",2724331272,172394620,1125420726,145211872,0,0,2937537197,937768731,990562635,1290209,1224251,0.948893494591486,84519
"74","TX","Texas",38645,"48453",2021,"travis county",2765955695,248672256,947786046,265688998,0,0,3303103441,958672538,1099473275,1290209,1224251,0.948893494591486,84519
"75","TX","Texas",38645,"48453",2022,"travis county",2193577570,0,650170983,382030994,39569661,0,3615242473,875591410,1043089696,1290209,1224251,0.948893494591486,84519
"76","MN","Minnesota",1266941,"27053",2020,"hennepin county",3494379106,839268166,145819803,473163198,0,0,4573737516,3473923249,3366383989,1281568,1250960,0.976119041952613,84220
"77","MN","Minnesota",1266941,"27053",2021,"hennepin county",3292065967,594886582,150763144,527946131,0,0,4813753587,3187218746,3491919768,1281568,1250960,0.976119041952613,84220
"78","MN","Minnesota",1266941,"27053",2022,"hennepin county",3974190169,1282413828,141031543,555563684,0,0,4963542781,3712882218,3769808267,1281568,1250960,0.976119041952613,84220
"79","MI","Michigan",34282,"26125",2020,"oakland county",741376009,22497565,0,321853855,0,384338239,2364017653,824504475,970737618,1274395,1203765,0.944577623107435,86597
"80","MI","Michigan",34282,"26125",2021,"oakland county",614314635,0,0,251799723,71914093,618263365,2622444274,892954415,1046307198,1274395,1203765,0.944577623107435,86597
"81","MI","Michigan",34282,"26125",2022,"oakland county",823708772,69207954,0,376154998,0,400265102,2475152819,898512183,909318646,1274395,1203765,0.944577623107435,86597
"82","OH","Ohio",36874,"39035",2020,"cuyahoga county",2415923380,574879699,392822866,133324213,0,391753,3312805152,1491968669,1522380010,1264813,1257664,0.994344636417758,55250
"83","OH","Ohio",36874,"39035",2021,"cuyahoga county",1740814356,413749034,0,100684272,8268140,49172412,3568225282,1061442195,1763123220,1264813,1257664,0.994344636417758,55250
"84","OH","Ohio",36874,"39035",2022,"cuyahoga county",1790424922,248055881,0,157082563,10852862,87108546,3784712387,1390422019,1550202031,1264813,1257664,0.994344636417758,55250
"85","PA","Pennsylvania",37703,"42003",2020,"allegheny county",3045677641,1648275854,57453399,301434463,0,0,1432271832,2192761099,2005108266,1250585,1220381,0.9758535653114,68874
"86","PA","Pennsylvania",37703,"42003",2021,"allegheny county",3719833153,2120359787,63988013,528838388,0,0,1602270526,2378364739,2093924331,1250585,1220381,0.9758535653114,68874
"87","PA","Pennsylvania",37703,"42003",2022,"allegheny county",3495707885,1709287075,64322191,242179246,0,0,1950409178,2335737734,2351482244,1250585,1220381,0.9758535653114,68874
"88","UT","Utah",39288,"49035",2020,"salt lake county",958229946,75995899,95202533,163875936,0,0,1898668886,1228904482,1332987995,1185236,1177043,0.993085776865068,80676
"89","UT","Utah",39288,"49035",2021,"salt lake county",930514547,20326797,92332859,228806107,1426934,0,2088525548,1184409558,1368687254,1185236,1177043,0.993085776865068,80676
"90","UT","Utah",39288,"49035",2022,"salt lake county",901158680,0,89452848,291835637,93065740,0,2345103878,1289460068,1515735637,1185236,1177043,0.993085776865068,80676
"91","CA","California",165557,"06013",2020,"contra costa county",2611861000,677976000,523933000,556090000,0,236000,3764587000,3423666000,3738705000,1165927,1154266,0.989998516202129,110595
"92","CA","California",165557,"06013",2021,"contra costa county",2234279000,341498000,449556000,591573000,0,16235000,4119717000,3677028000,4254779000,1165927,1154266,0.989998516202129,110595
"93","CA","California",165557,"06013",2022,"contra costa county",2304983000,0,428767000,852991000,179943000,21000000,5147287000,3552720000,4265257000,1165927,1154266,0.989998516202129,110595
"94","VA","Virginia",230306,"51059",2020,"fairfax county",7213251402,1838029525,136090113,602285356,0,0,11114469361,5533259664,5484428195,1150305,1132574,0.984582403510709,133845
"95","VA","Virginia",230306,"51059",2021,"fairfax county",7780137025,2235726340,16360027,632101836,0,0,11680845089,5628944754,5707862716,1150305,1132574,0.984582403510709,133845
"96","VA","Virginia",230306,"51059",2022,"fairfax county",7064284286,1298126521,0,695168747,0,39502513,12585953695,5355159092,5805931496,1150305,1132574,0.984582403510709,133845
"97","NC","North Carolina",36674,"37183",2020,"wake county",3533852433,115220710,415753783,289701442,1917781,0,2143000000,1712110168,1689602194,1129393,1071162,0.94842616941589,91558
"98","NC","North Carolina",36674,"37183",2021,"wake county",3781363137,152076032,540414829,267923808,2694036,0,2350586980,1899907647,1908957172,1129393,1071162,0.94842616941589,91558
"99","NC","North Carolina",36674,"37183",2022,"wake county",3954860060,87388204,582455375,343675750,2291248,0,2627481748,1932392591,1991869149,1129393,1071162,0.94842616941589,91558
"100","NC","North Carolina",36607,"37119",2020,"mecklenburg county",2678783023,137831581,514883109,237829916,1320744,0,2869838238,1863619083,1869490833,1115526,1106063,0.991556116548721,75138
"101","NC","North Carolina",36607,"37119",2021,"mecklenburg county",2840113166,194584299,401088310,382388987,1819879,0,3156964372,2022903552,2048755909,1115526,1106063,0.991556116548721,75138
"102","NC","North Carolina",36607,"37119",2022,"mecklenburg county",2646851948,96878331,445605480,416986855,1464707,0,3133043677,2168695921,2251123416,1115526,1106063,0.991556116548721,75138
"103","GA","Georgia",169817,"13121",2020,"fulton county",3257955000,333578000,1675472000,98554000,0,0,3145113000,1107016000,1134497000,1066702,1059965,0.993676819379213,82820
"104","GA","Georgia",169817,"13121",2021,"fulton county",3210861000,228976000,1710105000,139989000,0,0,3265319000,1065145000,1128994000,1066702,1059965,0.993676819379213,82820
"105","GA","Georgia",169817,"13121",2022,"fulton county",3269838000,579392000,1282596000,234532000,0,0,3517092000,1300657000,1168883000,1066702,1059965,0.993676819379213,82820
"106","TX","Texas",38621,"48085",2020,"collin county",665516189,0,0,116609392,32523900,0,1391403083,380118732,451872776,1066465,999005,0.938504319071083,102119
"107","TX","Texas",38621,"48085",2021,"collin county",724868503,0,0,132032503,15726894,0,1514833502,368476068,455465492,1066465,999005,0.938504319071083,102119
"108","TX","Texas",38621,"48085",2022,"collin county",839611375,0,0,229874351,126559762,0,1789133304,299066697,380821720,1066465,999005,0.938504319071083,102119
"109","MD","Maryland",33967,"24031",2020,"montgomery county",6415638072,106518934,825636740,808532471,0,0,7984812925,4841330406,5082707410,1062054,1033604,0.9732058704726,112352
"110","MD","Maryland",33967,"24031",2021,"montgomery county",6795850104,147199286,983532109,651864212,0,0,8716661592,4834370919,5488179379,1062054,1033604,0.9732058704726,112352
"111","MD","Maryland",33967,"24031",2022,"montgomery county",6546685167,57114416,819410047,693995164,0,0,9979508281,4729248159,5593468063,1062054,1033604,0.9732058704726,112352
"112","AZ","Arizona",31619,"04019",2020,"pima county",1970239000,776192000,4058000,171786000,0,4588000,4066257000,1079855000,1188854000,1043434,951173,0.911580331463544,60604
"113","AZ","Arizona",31619,"04019",2021,"pima county",2390808000,869089000,0,236564000,0,5456000,4484324000,1194524000,1295372000,1043434,951173,0.911580331463544,60604
"114","AZ","Arizona",31619,"04019",2022,"pima county",2225697000,656632000,0,365839000,0,19452000,4435380000,1226132000,1349779000,1043434,951173,0.911580331463544,60604
"115","CA","California",31677,"06019",2020,"fresno county",2161228000,1054510000,0,257422000,0,0,2338527000,1687732000,1757231000,1008650,895029,0.88734987418877,63140
"116","CA","California",31677,"06019",2021,"fresno county",2458099000,1296105000,0,324987000,0,0,2576653000,1856333000,2063938000,1008650,895029,0.88734987418877,63140
"117","CA","California",31677,"06019",2022,"fresno county",1863307000,436078000,0,367406000,0,0,2867306000,1814287000,2054334000,1008650,895029,0.88734987418877,63140
"118","NY","New York",36016,"36119",2020,"westchester county",6973518018,498291015,4264402132,585376212,0,0,4281177842,2785455907,2636441581,1004445,958924,0.954669040088326,109131
"119","NY","New York",36016,"36119",2021,"westchester county",6416989725,18684807,4010990120,742637351,0,0,4706431888,2577009754,2688714437,1004445,958924,0.954669040088326,109131
"120","NY","New York",36016,"36119",2022,"westchester county",5455855819,5961597,2765190616,839826942,120896268,0,5560130370,2440642883,2897940988,1004445,958924,0.954669040088326,109131
"121","MO","Missouri",35117,"29189",2020,"st louis county",1099837660,324443093,0,161735874,0,0,0,920256114,870844379,1004310,990523,0.986453877754264,72507
"122","MO","Missouri",35117,"29189",2021,"st louis county",961302688,267696492,0,101822218,0,0,0,846092409,1010714005,1004310,990523,0.986453877754264,72507
"123","MO","Missouri",35117,"29189",2022,"st louis county",1165789621,223749888,0,153407695,0,0,2669085282,858968545,1110658227,1004310,990523,0.986453877754264,72507
"124","IN","Indiana",170616,"18097",2020,"marion county",873586220,114023647,15112759,23965076,0,0,865130230,346101589,348954336,977213,968609,0.991205512058395,58737
"125","IN","Indiana",170616,"18097",2021,"marion county",865857431,72628957,12698175,46559091,0,0,879923798,371422588,362420851,977213,968609,0.991205512058395,58737
"126","IN","Indiana",170616,"18097",2022,"marion county",933540322,156364982,10649537,47022055,0,0,910828464,398523740,453427397,977213,968609,0.991205512058395,58737
"127","MD","Maryland",189892,"24033",2020,"prince georges county",7876190727,1828515183,2063326398,553578380,0,0,5061683704,2732961481,2497217158,967194,943654,0.975654491672362,89689
"128","MD","Maryland",189892,"24033",2021,"prince georges county",7999883082,1521298858,2362474000,587019675,0,0,5357318180,2864966816,2840208300,967194,943654,0.975654491672362,89689
"129","MD","Maryland",189892,"24033",2022,"prince georges county",8126355662,2011969036,1827234000,675694431,0,0,5640435001,2941863262,2959489358,967194,943654,0.975654491672362,89689
"130","FL","Florida",32255,"12103",2020,"pinellas county",1957358812,710305897,697335520,271625819,0,0,5202781324,1441761042,1558505792,959103,957280,0.998095103048982,61851
"131","FL","Florida",32255,"12103",2021,"pinellas county",1500671306,229726672,717811753,281115726,0,0,5453963984,1400788919,1718783889,959103,957280,0.998095103048982,61851
"132","FL","Florida",32255,"12103",2022,"pinellas county",1726476142,574430889,515479700,344121316,0,0,5949787958,1393012585,1729243797,959103,957280,0.998095103048982,61851
"133","GA","Georgia",198256,"13135",2020,"gwinnett county",1455596000,213317000,39204000,201771000,0,0,9184759000,1325535000,1697363000,957027,952537,0.995271988648593,75021
"134","GA","Georgia",198256,"13135",2021,"gwinnett county",1357118000,135727000,10373000,242852000,0,0,9532180000,1301235000,1690553000,957027,952537,0.995271988648593,75021
"135","GA","Georgia",198256,"13135",2022,"gwinnett county",1752172000,442861000,29686000,336653000,0,0,9968762000,1533144000,1885690000,957027,952537,0.995271988648593,75021
"136","NJ","New Jersey",35609,"34003",2020,"bergen county",1293974943,458269025,1209601242,0,0,0,188343132,774960411,813424414,955746,954575,0.99878940958344,104777
"137","NJ","New Jersey",35609,"34003",2021,"bergen county",121018170,458269025,1266760449,0,0,0,319735071,773899708,802219456,955746,954575,0.99878940958344,104777
"138","NJ","New Jersey",35609,"34003",2022,"bergen county",176656160,424813024,1102707506,0,0,0,1582245345,726123897,761367823,955746,954575,0.99878940958344,104777
"139","NY","New York",35982,"36029",2020,"erie county",3025657000,289687000,1345295000,237233000,0,0,1853185000,1970097000,1883843000,954244,855868,0.896914390150864,63014
"140","NY","New York",35982,"36029",2021,"erie county",2860090000,1080000,1561629000,297230000,0,0,2015991000,1809555000,2052824000,954244,855868,0.896914390150864,63014
"141","NY","New York",35982,"36029",2022,"erie county",2719801000,1791000,1319702000,413110000,90761000,0,2416979000,1948717000,2218476000,954244,855868,0.896914390150864,63014
"142","WI","Wisconsin",44624,"55079",2020,"milwaukee county",2876921000,594769000,1415115000,122753000,0,0,1986050000,1044498000,1171061000,939495,936887,0.997230409296969,56417
"143","WI","Wisconsin",44624,"55079",2021,"milwaukee county",2779553000,512979000,1332245000,226618000,32343000,0,2148684000,1045939000,1229343000,939495,936887,0.997230409296969,56417
"144","WI","Wisconsin",44624,"55079",2022,"milwaukee county",2539046000,330849000,1189697000,464179000,99829000,0,2396342000,1037576000,1291235000,939495,936887,0.997230409296969,56417
"145","IL","Illinois",32767,"17043",2020,"dupage county",476399747,165805602,13632860,113741366,0,0,1411753104,500477128,558287578,932877,931125,0.998121938905129,99536
"146","IL","Illinois",32767,"17043",2021,"dupage county",379886584,78705628,13474029,129040318,104078,0,1517329363,463267491,596436283,932877,931125,0.998121938905129,99536
"147","IL","Illinois",32767,"17043",2022,"dupage county",371780219,25119861,14480279,183587599,89773577,0,1739782492,436498702,578968613,932877,931125,0.998121938905129,99536
"148","TN","Tennessee",1265440,"47157",2020,"shelby county",1845498562,571656496,0,185322233,0,18933000,1927169554,1310066504,1216535173,929722,898107,0.965972353680153,54931
"149","TN","Tennessee",1265440,"47157",2021,"shelby county",2008712395,700971001,0,205729473,212993,38920000,2093337543,1211483336,1272411186,929722,898107,0.965972353680153,54931
"150","TN","Tennessee",1265440,"47157",2022,"shelby county",1686087369,458893000,0,240880271,0,119734000,2196132996,1260871205,1399883407,929722,898107,0.965972353680153,54931
"151","WA","Washington",42923,"53053",2020,"pierce county",758885000,74544000,87223000,91501000,25299000,0,2802000000,858400000,938767000,921137,858662,0.932183296603085,85492
"152","WA","Washington",42923,"53053",2021,"pierce county",764732000,18247000,91356000,165642000,0,0,3215815000,780498000,998242000,921137,858662,0.932183296603085,85492
"153","WA","Washington",42923,"53053",2022,"pierce county",786234000,41010000,65840000,205463000,96510000,0,3316298000,826863000,1065085000,921137,858662,0.932183296603085,85492
"154","CA","California",146252,"06029",2020,"kern county",2747291000,1804165000,42679000,227726000,0,0,3641175000,1845376000,1848241000,909244,787826,0.866471264304608,57926
"155","CA","California",146252,"06029",2021,"kern county",2863851000,1984698000,18400000,246475000,0,0,3816873000,1789461000,2114198000,909244,787826,0.866471264304608,57926
"156","CA","California",146252,"06029",2022,"kern county",2458533000,1401786000,66568000,272558000,0,0,4226736000,1760606000,2155740000,909244,787826,0.866471264304608,57926
"157","TX","Texas",44488,"48121",2020,"denton county",920520035,43366444,124544261,74805984,0,0,815898433,358519043,417144223,906405,841126,0.927962913521516,98027
"158","TX","Texas",44488,"48121",2021,"denton county",945517302,63577282,120611720,131038984,0,0,894463131,299304147,382871744,906405,841126,0.927962913521516,98027
"159","TX","Texas",44488,"48121",2022,"denton county",942504194,0,131981180,196556722,7850277,0,993781616,333491434,382086688,906405,841126,0.927962913521516,98027
"160","MI","Michigan",34275,"26099",2020,"macomb county",588170168,0,110683716,180814373,84215482,0,2137456482,626031609,838603717,881219,852930,0.967900074555983,67646
"161","MI","Michigan",34275,"26099",2021,"macomb county",630844191,0,45432527,313348245,235350995,28327976,2529164294,563100014,812048812,881219,852930,0.967900074555983,67646
"162","MI","Michigan",34275,"26099",2022,"macomb county",797411925,29807879,95649498,414588393,0,16223318,2507062207,705098729,905786976,881219,852930,0.967900074555983,67646
"163","TX","Texas",197572,"48215",2020,"hidalgo county",669328010,47598461,47475188,146732237,0,0,1096912705,629203305,639773050,870796,793236,0.910947758391605,44260
"164","TX","Texas",197572,"48215",2021,"hidalgo county",792412703,72709939,54140220,224338745,0,0,1236986368,540563101,595077981,870796,793236,0.910947758391605,44260
"165","TX","Texas",197572,"48215",2022,"hidalgo county",706023480,0,35754355,244737229,17497275,0,1306652301,556346007,590556313,870796,793236,0.910947758391605,44260
"166","TX","Texas",38624,"48141",2020,"el paso county",422205749,108703516,48906739,51725969,0,0,489205595,383317429,382317073,865655,830826,0.95976350910349,50983
"167","TX","Texas",38624,"48141",2021,"el paso county",538404124,152970622,58857250,125013246,0,0,578149461,393999931,420376483,865655,830826,0.95976350910349,50983
"168","TX","Texas",38624,"48141",2022,"el paso county",469658879,850554,61501898,178298235,3519952,0,705151219,410698821,473629977,865655,830826,0.95976350910349,50983
"169","NJ","New Jersey",1036493,"34023",2020,"middlesex county",30887865,177540900,1171909109,30887865,0,0,185130805,670746438,689147555,863183,854733,0.990234741566473,98992
